X,Y,U,K,KU,H,HU
0.45,-0.9,0.34,64,0.484375,36,0.083333333
0.45,-0.85,0.53,72,0.638888889,28,0.25
0.45,-0.8,0.51,66,0.636363636,34,0.264705882
0.45,-0.75,0.58,84,0.654761905,16,0.1875
0.45,-0.7,0.51,78,0.576923077,22,0.272727273
0.45,-0.65,0.61,79,0.670886076,21,0.380952381
0.45,-0.6,0.71,82,0.817073171,18,0.222222222
0.45,-0.55,0.7,89,0.775280899,11,0.090909091
0.45,-0.5,0.77,88,0.829545455,12,0.333333333
0.45,-0.45,0.78,90,0.855555556,10,0.1
0.45,-0.4,0.71,88,0.772727273,12,0.25
0.45,-0.35,0.89,94,0.904255319,6,0.666666667
0.45,-0.3,0.81,90,0.9,10,0
0.45,-0.25,0.78,94,0.808510638,6,0.333333333
0.45,-0.2,0.85,96,0.864583333,4,0.5
0.45,-0.15,0.82,94,0.861702128,6,0.166666667
0.45,-0.1,0.9,99,0.909090909,1,0
0.45,-0.05,0.79,93,0.827956989,7,0.285714286
0.45,0,0.91,94,0.925531915,6,0.666666667
0.45,0.05,0.9,96,0.927083333,4,0.25
0.45,0.1,0.85,97,0.865979381,3,0.333333333
0.45,0.15,0.88,98,0.887755102,2,0.5
0.45,0.2,0.83,97,0.855670103,3,0
0.45,0.25,0.9,99,0.909090909,1,0
0.45,0.3,0.81,97,0.835051546,3,0
0.45,0.35,0.85,97,0.855670103,3,0.666666667
0.45,0.4,0.7,91,0.747252747,9,0.222222222
0.45,0.45,0.81,89,0.853932584,11,0.454545455
0.45,0.5,0.71,88,0.795454545,12,0.083333333
0.45,0.55,0.72,81,0.839506173,19,0.210526316
0.45,0.6,0.59,74,0.743243243,26,0.153846154
0.45,0.65,0.65,85,0.694117647,15,0.4
0.45,0.7,0.57,73,0.698630137,27,0.222222222
0.45,0.75,0.56,74,0.662162162,26,0.269230769
0.45,0.8,0.48,64,0.546875,36,0.361111111
0.45,0.85,0.43,65,0.569230769,35,0.171428571
0.45,0.9,0.44,67,0.567164179,33,0.181818182
0.45,0.95,0.38,61,0.459016393,39,0.256410256
0.45,1,0.33,48,0.479166667,52,0.192307692
0.5,-1,0.39,38,0.605263158,62,0.258064516
0.5,-0.95,0.38,55,0.490909091,45,0.244444444
0.5,-0.9,0.47,56,0.553571429,44,0.363636364
0.5,-0.85,0.47,62,0.5,38,0.421052632
0.5,-0.8,0.46,64,0.5625,36,0.277777778
0.5,-0.75,0.58,66,0.712121212,34,0.323529412
0.5,-0.7,0.56,72,0.652777778,28,0.321428571
0.5,-0.65,0.6,81,0.716049383,19,0.105263158
0.5,-0.6,0.66,81,0.75308642,19,0.263157895
0.5,-0.55,0.66,83,0.771084337,17,0.117647059
0.5,-0.5,0.68,92,0.717391304,8,0.25
0.5,-0.45,0.75,88,0.806818182,12,0.333333333
0.5,-0.4,0.79,90,0.844444444,10,0.3
0.5,-0.35,0.74,92,0.804347826,8,0
0.5,-0.3,0.84,94,0.872340426,6,0.333333333
0.5,-0.25,0.83,95,0.863157895,5,0.2
0.5,-0.2,0.84,93,0.870967742,7,0.428571429
0.5,-0.15,0.77,91,0.835164835,9,0.111111111
0.5,-0.1,0.86,98,0.867346939,2,0.5
0.5,-0.05,0.84,94,0.872340426,6,0.333333333
0.5,0,0.89,98,0.897959184,2,0.5
0.5,0.05,0.85,96,0.84375,4,1
0.5,0.1,0.82,94,0.85106383,6,0.333333333
0.5,0.15,0.91,95,0.915789474,5,0.8
0.5,0.2,0.86,96,0.895833333,4,0
0.5,0.25,0.8,91,0.835164835,9,0.444444444
0.5,0.3,0.8,92,0.847826087,8,0.25
0.5,0.35,0.82,94,0.819148936,6,0.833333333
0.5,0.4,0.75,88,0.818181818,12,0.25
0.5,0.45,0.8,90,0.833333333,10,0.5
0.5,0.5,0.75,85,0.823529412,15,0.333333333
0.5,0.55,0.68,83,0.771084337,17,0.235294118
0.5,0.6,0.61,85,0.694117647,15,0.133333333
0.5,0.65,0.5,76,0.618421053,24,0.125
0.5,0.7,0.57,77,0.636363636,23,0.347826087
0.5,0.75,0.54,71,0.61971831,29,0.344827586
0.5,0.8,0.54,68,0.632352941,32,0.34375
0.5,0.85,0.35,63,0.428571429,37,0.216216216
0.5,0.9,0.38,55,0.509090909,45,0.222222222
0.5,0.95,0.36,58,0.534482759,42,0.119047619
0.5,1,0.45,51,0.509803922,49,0.387755102
0.55,-1,0.31,43,0.372093023,57,0.263157895
0.55,-0.95,0.41,46,0.456521739,54,0.37037037
0.55,-0.9,0.41,52,0.557692308,48,0.25
0.55,-0.85,0.37,49,0.469387755,51,0.274509804
0.55,-0.8,0.41,62,0.516129032,38,0.236842105
0.55,-0.75,0.55,63,0.682539683,37,0.324324324
0.55,-0.7,0.6,71,0.746478873,29,0.24137931
0.55,-0.65,0.47,75,0.52,25,0.32
0.55,-0.6,0.49,72,0.583333333,28,0.25
0.55,-0.55,0.52,78,0.615384615,22,0.181818182
0.55,-0.5,0.62,90,0.677777778,10,0.1
0.55,-0.45,0.73,85,0.823529412,15,0.2
0.55,-0.4,0.71,90,0.777777778,10,0.1
0.55,-0.35,0.77,92,0.793478261,8,0.5
0.55,-0.3,0.8,91,0.846153846,9,0.333333333
0.55,-0.25,0.73,90,0.788888889,10,0.2
0.55,-0.2,0.79,88,0.863636364,12,0.25
0.55,-0.15,0.81,93,0.849462366,7,0.285714286
0.55,-0.1,0.89,96,0.90625,4,0.5
0.55,-0.05,0.85,94,0.904255319,6,0
0.55,0,0.88,97,0.896907216,3,0.333333333
0.55,0.05,0.74,93,0.774193548,7,0.285714286
0.55,0.1,0.86,97,0.886597938,3,0
0.55,0.15,0.86,95,0.894736842,5,0.2
0.55,0.2,0.83,95,0.863157895,5,0.2
0.55,0.25,0.83,90,0.877777778,10,0.4
0.55,0.3,0.77,91,0.813186813,9,0.333333333
0.55,0.35,0.78,87,0.83908046,13,0.384615385
0.55,0.4,0.75,94,0.765957447,6,0.5
0.55,0.45,0.69,83,0.771084337,17,0.294117647
0.55,0.5,0.58,82,0.682926829,18,0.111111111
0.55,0.55,0.63,85,0.694117647,15,0.266666667
0.55,0.6,0.61,81,0.691358025,19,0.263157895
0.55,0.65,0.57,78,0.666666667,22,0.227272727
0.55,0.7,0.44,73,0.547945205,27,0.148148148
0.55,0.75,0.53,66,0.575757576,34,0.441176471
0.55,0.8,0.46,54,0.611111111,46,0.282608696
0.55,0.85,0.49,57,0.614035088,43,0.325581395
0.55,0.9,0.36,62,0.419354839,38,0.263157895
0.55,0.95,0.43,55,0.472727273,45,0.377777778
0.55,1,0.36,45,0.4,55,0.327272727
0.6,-1,0.34,40,0.375,60,0.316666667
0.6,-0.95,0.33,41,0.341463415,59,0.322033898
0.6,-0.9,0.38,58,0.448275862,42,0.285714286
0.6,-0.85,0.36,52,0.480769231,48,0.229166667
0.6,-0.8,0.36,57,0.438596491,43,0.255813953
0.6,-0.75,0.55,63,0.666666667,37,0.351351351
0.6,-0.7,0.52,68,0.588235294,32,0.375
0.6,-0.65,0.56,77,0.623376623,23,0.347826087
0.6,-0.6,0.51,67,0.552238806,33,0.424242424
0.6,-0.55,0.6,80,0.6875,20,0.25
0.6,-0.5,0.66,86,0.73255814,14,0.214285714
0.6,-0.45,0.69,82,0.731707317,18,0.5
0.6,-0.4,0.73,94,0.755319149,6,0.333333333
0.6,-0.35,0.73,91,0.747252747,9,0.555555556
0.6,-0.3,0.72,91,0.758241758,9,0.333333333
0.6,-0.25,0.73,91,0.769230769,9,0.333333333
0.6,-0.2,0.77,91,0.813186813,9,0.333333333
0.6,-0.15,0.72,89,0.786516854,11,0.181818182
0.6,-0.1,0.75,89,0.786516854,11,0.454545455
0.6,-0.05,0.71,91,0.769230769,9,0.111111111
0.6,0,0.86,94,0.861702128,6,0.833333333
0.6,0.05,0.74,91,0.791208791,9,0.222222222
0.6,0.1,0.75,88,0.761363636,12,0.666666667
0.6,0.15,0.74,88,0.795454545,12,0.333333333
0.6,0.2,0.8,92,0.847826087,8,0.25
0.6,0.25,0.84,92,0.891304348,8,0.25
0.6,0.3,0.75,87,0.816091954,13,0.307692308
0.6,0.35,0.64,93,0.666666667,7,0.285714286
0.6,0.4,0.68,80,0.75,20,0.4
0.6,0.45,0.65,84,0.702380952,16,0.375
0.6,0.5,0.64,79,0.721518987,21,0.333333333
0.6,0.55,0.57,78,0.666666667,22,0.227272727
0.6,0.6,0.6,81,0.666666667,19,0.315789474
0.6,0.65,0.62,74,0.716216216,26,0.346153846
0.6,0.7,0.54,71,0.577464789,29,0.448275862
0.6,0.75,0.45,61,0.590163934,39,0.230769231
0.6,0.8,0.46,62,0.629032258,38,0.184210526
0.6,0.85,0.44,55,0.563636364,45,0.288888889
0.6,0.9,0.33,46,0.47826087,54,0.203703704
0.6,0.95,0.35,52,0.480769231,48,0.208333333
0.6,1,0.31,37,0.486486486,63,0.206349206
0.65,-1,0.32,42,0.357142857,58,0.293103448
0.65,-0.95,0.38,49,0.367346939,51,0.392156863
0.65,-0.9,0.43,50,0.54,50,0.32
0.65,-0.85,0.48,56,0.553571429,44,0.386363636
0.65,-0.8,0.4,49,0.489795918,51,0.31372549
0.65,-0.75,0.43,62,0.532258065,38,0.263157895
0.65,-0.7,0.47,69,0.608695652,31,0.161290323
0.65,-0.65,0.58,68,0.676470588,32,0.375
0.65,-0.6,0.51,70,0.628571429,30,0.233333333
0.65,-0.55,0.56,81,0.567901235,19,0.526315789
0.65,-0.5,0.63,82,0.695121951,18,0.333333333
0.65,-0.45,0.61,77,0.701298701,23,0.304347826
0.65,-0.4,0.72,81,0.802469136,19,0.368421053
0.65,-0.35,0.8,88,0.840909091,12,0.5
0.65,-0.3,0.74,84,0.80952381,16,0.375
0.65,-0.25,0.7,91,0.747252747,9,0.222222222
0.65,-0.2,0.72,90,0.777777778,10,0.2
0.65,-0.15,0.67,92,0.717391304,8,0.125
0.65,-0.1,0.75,88,0.818181818,12,0.25
0.65,-0.05,0.7,86,0.744186047,14,0.428571429
0.65,0,0.7,88,0.738636364,12,0.416666667
0.65,0.05,0.68,92,0.739130435,8,0
0.65,0.1,0.76,92,0.804347826,8,0.25
0.65,0.15,0.72,91,0.725274725,9,0.666666667
0.65,0.2,0.65,88,0.681818182,12,0.416666667
0.65,0.25,0.74,88,0.784090909,12,0.416666667
0.65,0.3,0.7,85,0.788235294,15,0.2
0.65,0.35,0.63,79,0.708860759,21,0.333333333
0.65,0.4,0.62,83,0.710843373,17,0.176470588
0.65,0.45,0.62,84,0.678571429,16,0.3125
0.65,0.5,0.51,81,0.555555556,19,0.315789474
0.65,0.55,0.52,70,0.614285714,30,0.3
0.65,0.6,0.46,69,0.52173913,31,0.322580645
0.65,0.65,0.46,65,0.553846154,35,0.285714286
0.65,0.7,0.52,75,0.586666667,25,0.32
0.65,0.75,0.43,59,0.491525424,41,0.341463415
0.65,0.8,0.49,49,0.591836735,51,0.392156863
0.65,0.85,0.45,51,0.509803922,49,0.387755102
0.65,0.9,0.44,54,0.407407407,46,0.47826087
0.65,0.95,0.39,56,0.464285714,44,0.295454545
0.65,1,0.35,35,0.342857143,65,0.353846154
0.7,-1,0.4,35,0.457142857,65,0.369230769
0.7,-0.95,0.38,47,0.425531915,53,0.339622642
0.7,-0.9,0.34,49,0.408163265,51,0.274509804
0.7,-0.85,0.39,50,0.46,50,0.32
0.7,-0.8,0.41,56,0.446428571,44,0.363636364
0.7,-0.75,0.44,47,0.553191489,53,0.339622642
0.7,-0.7,0.58,60,0.733333333,40,0.35
0.7,-0.65,0.5,61,0.590163934,39,0.358974359
0.7,-0.6,0.57,71,0.61971831,29,0.448275862
0.7,-0.55,0.61,78,0.641025641,22,0.5
0.7,-0.5,0.59,74,0.675675676,26,0.346153846
0.7,-0.45,0.55,82,0.597560976,18,0.333333333
0.7,-0.4,0.62,76,0.710526316,24,0.333333333
0.7,-0.35,0.63,85,0.705882353,15,0.2
0.7,-0.3,0.76,83,0.819277108,17,0.470588235
0.7,-0.25,0.77,85,0.811764706,15,0.533333333
0.7,-0.2,0.71,88,0.727272727,12,0.583333333
0.7,-0.15,0.69,79,0.835443038,21,0.142857143
0.7,-0.1,0.71,84,0.821428571,16,0.125
0.7,-0.05,0.77,89,0.797752809,11,0.545454545
0.7,0,0.6,91,0.637362637,9,0.222222222
0.7,0.05,0.68,90,0.677777778,10,0.7
0.7,0.1,0.73,87,0.770114943,13,0.461538462
0.7,0.15,0.73,88,0.806818182,12,0.166666667
0.7,0.2,0.67,85,0.729411765,15,0.333333333
0.7,0.25,0.8,96,0.822916667,4,0.25
0.7,0.3,0.6,83,0.686746988,17,0.176470588
0.7,0.35,0.61,79,0.734177215,21,0.142857143
0.7,0.4,0.69,80,0.7375,20,0.5
0.7,0.45,0.57,78,0.58974359,22,0.5
0.7,0.5,0.57,75,0.613333333,25,0.44
0.7,0.55,0.65,76,0.710526316,24,0.458333333
0.7,0.6,0.61,77,0.662337662,23,0.434782609
0.7,0.65,0.47,70,0.528571429,30,0.333333333
0.7,0.7,0.52,58,0.620689655,42,0.380952381
0.7,0.75,0.39,58,0.5,42,0.238095238
0.7,0.8,0.55,62,0.532258065,38,0.578947368
0.7,0.85,0.49,53,0.528301887,47,0.446808511
0.7,0.9,0.43,43,0.511627907,57,0.368421053
0.7,0.95,0.33,40,0.4,60,0.283333333
0.7,1,0.38,39,0.230769231,61,0.475409836
0.75,-1,0.41,24,0.416666667,76,0.407894737
0.75,-0.95,0.43,42,0.380952381,58,0.465517241
0.75,-0.9,0.44,38,0.5,62,0.403225806
0.75,-0.85,0.36,50,0.44,50,0.28
0.75,-0.8,0.47,53,0.547169811,47,0.382978723
0.75,-0.75,0.46,53,0.547169811,47,0.361702128
0.75,-0.7,0.5,69,0.565217391,31,0.35483871
0.75,-0.65,0.47,67,0.462686567,33,0.484848485
0.75,-0.6,0.62,54,0.759259259,46,0.456521739
0.75,-0.55,0.48,75,0.48,25,0.48
0.75,-0.5,0.51,71,0.535211268,29,0.448275862
0.75,-0.45,0.52,75,0.6,25,0.28
0.75,-0.4,0.68,82,0.731707317,18,0.444444444
0.75,-0.35,0.64,84,0.678571429,16,0.4375
0.75,-0.3,0.65,74,0.689189189,26,0.538461538
0.75,-0.25,0.66,77,0.701298701,23,0.52173913
0.75,-0.2,0.71,82,0.792682927,18,0.333333333
0.75,-0.15,0.63,81,0.716049383,19,0.263157895
0.75,-0.1,0.65,86,0.697674419,14,0.357142857
0.75,-0.05,0.69,81,0.765432099,19,0.368421053
0.75,0,0.62,85,0.658823529,15,0.4
0.75,0.05,0.75,88,0.840909091,12,0.083333333
0.75,0.1,0.69,86,0.720930233,14,0.5
0.75,0.15,0.69,84,0.773809524,16,0.25
0.75,0.2,0.63,86,0.674418605,14,0.357142857
0.75,0.25,0.65,81,0.703703704,19,0.421052632
0.75,0.3,0.72,78,0.756410256,22,0.590909091
0.75,0.35,0.59,74,0.675675676,26,0.346153846
0.75,0.4,0.57,77,0.636363636,23,0.347826087
0.75,0.45,0.64,77,0.662337662,23,0.565217391
0.75,0.5,0.48,68,0.514705882,32,0.40625
0.75,0.55,0.5,67,0.552238806,33,0.393939394
0.75,0.6,0.43,63,0.507936508,37,0.297297297
0.75,0.65,0.4,60,0.416666667,40,0.375
0.75,0.7,0.47,56,0.535714286,44,0.386363636
0.75,0.75,0.49,61,0.540983607,39,0.41025641
0.75,0.8,0.45,49,0.530612245,51,0.37254902
0.75,0.85,0.33,51,0.31372549,49,0.346938776
0.75,0.9,0.35,45,0.377777778,55,0.327272727
0.75,0.95,0.45,47,0.510638298,53,0.396226415
0.75,1,0.39,30,0.4,70,0.385714286
0.8,-1,0.32,31,0.290322581,69,0.333333333
0.8,-0.95,0.34,38,0.315789474,62,0.35483871
0.8,-0.9,0.37,33,0.393939394,67,0.358208955
0.8,-0.85,0.37,50,0.38,50,0.36
0.8,-0.8,0.43,50,0.46,50,0.4
0.8,-0.75,0.45,47,0.319148936,53,0.566037736
0.8,-0.7,0.41,52,0.461538462,48,0.354166667
0.8,-0.65,0.54,51,0.588235294,49,0.489795918
0.8,-0.6,0.49,61,0.508196721,39,0.461538462
0.8,-0.55,0.56,54,0.611111111,46,0.5
0.8,-0.5,0.5,62,0.612903226,38,0.315789474
0.8,-0.45,0.64,77,0.675324675,23,0.52173913
0.8,-0.4,0.52,72,0.527777778,28,0.5
0.8,-0.35,0.6,73,0.616438356,27,0.555555556
0.8,-0.3,0.64,75,0.72,25,0.4
0.8,-0.25,0.61,87,0.655172414,13,0.307692308
0.8,-0.2,0.61,71,0.704225352,29,0.379310345
0.8,-0.15,0.64,74,0.702702703,26,0.461538462
0.8,-0.1,0.59,79,0.64556962,21,0.380952381
0.8,-0.05,0.65,80,0.7125,20,0.4
0.8,0,0.61,82,0.682926829,18,0.277777778
0.8,0.05,0.58,84,0.642857143,16,0.25
0.8,0.1,0.7,85,0.729411765,15,0.533333333
0.8,0.15,0.58,81,0.654320988,19,0.263157895
0.8,0.2,0.6,73,0.671232877,27,0.407407407
0.8,0.25,0.54,71,0.61971831,29,0.344827586
0.8,0.3,0.56,73,0.684931507,27,0.222222222
0.8,0.35,0.57,74,0.635135135,26,0.384615385
0.8,0.4,0.44,63,0.53968254,37,0.27027027
0.8,0.45,0.53,75,0.613333333,25,0.28
0.8,0.5,0.47,67,0.537313433,33,0.333333333
0.8,0.55,0.51,61,0.590163934,39,0.384615385
0.8,0.6,0.49,63,0.587301587,37,0.324324324
0.8,0.65,0.4,55,0.472727273,45,0.311111111
0.8,0.7,0.46,50,0.5,50,0.42
0.8,0.75,0.47,56,0.482142857,44,0.454545455
0.8,0.8,0.38,47,0.425531915,53,0.339622642
0.8,0.85,0.38,49,0.448979592,51,0.31372549
0.8,0.9,0.5,41,0.56097561,59,0.457627119
0.8,0.95,0.41,28,0.285714286,72,0.458333333
0.8,1,0.43,33,0.393939394,67,0.447761194
0.85,-1,0.37,24,0.291666667,76,0.394736842
0.85,-0.95,0.38,34,0.352941176,66,0.393939394
0.85,-0.9,0.45,34,0.470588235,66,0.439393939
0.85,-0.85,0.46,38,0.342105263,62,0.532258065
0.85,-0.8,0.41,30,0.4,70,0.414285714
0.85,-0.75,0.46,48,0.479166667,52,0.442307692
0.85,-0.7,0.49,58,0.482758621,42,0.5
0.85,-0.65,0.43,52,0.461538462,48,0.395833333
0.85,-0.6,0.48,53,0.566037736,47,0.382978723
0.85,-0.55,0.48,57,0.543859649,43,0.395348837
0.85,-0.5,0.53,60,0.6,40,0.425
0.85,-0.45,0.58,66,0.636363636,34,0.470588235
0.85,-0.4,0.5,72,0.583333333,28,0.285714286
0.85,-0.35,0.56,69,0.594202899,31,0.483870968
0.85,-0.3,0.61,81,0.679012346,19,0.315789474
0.85,-0.25,0.49,71,0.549295775,29,0.344827586
0.85,-0.2,0.55,65,0.584615385,35,0.485714286
0.85,-0.15,0.56,74,0.608108108,26,0.423076923
0.85,-0.1,0.62,73,0.657534247,27,0.518518519
0.85,-0.05,0.64,71,0.746478873,29,0.379310345
0.85,0,0.62,79,0.696202532,21,0.333333333
0.85,0.05,0.68,73,0.726027397,27,0.555555556
0.85,0.1,0.59,71,0.676056338,29,0.379310345
0.85,0.15,0.6,77,0.662337662,23,0.391304348
0.85,0.2,0.64,74,0.716216216,26,0.423076923
0.85,0.25,0.52,74,0.554054054,26,0.423076923
0.85,0.3,0.53,76,0.631578947,24,0.208333333
0.85,0.35,0.61,72,0.694444444,28,0.392857143
0.85,0.4,0.51,64,0.609375,36,0.333333333
0.85,0.45,0.59,72,0.638888889,28,0.464285714
0.85,0.5,0.46,61,0.557377049,39,0.307692308
0.85,0.55,0.42,61,0.442622951,39,0.384615385
0.85,0.6,0.49,59,0.576271186,41,0.365853659
0.85,0.65,0.48,47,0.468085106,53,0.490566038
0.85,0.7,0.48,52,0.576923077,48,0.375
0.85,0.75,0.55,46,0.586956522,54,0.518518519
0.85,0.8,0.45,43,0.465116279,57,0.438596491
0.85,0.85,0.43,38,0.421052632,62,0.435483871
0.85,0.9,0.35,37,0.297297297,63,0.380952381
0.85,0.95,0.39,23,0.434782609,77,0.376623377
0.85,1,0.45,34,0.441176471,66,0.454545455
0.9,-1,0.48,31,0.322580645,69,0.550724638
0.9,-0.95,0.49,30,0.3,70,0.571428571
0.9,-0.9,0.45,33,0.333333333,67,0.507462687
0.9,-0.85,0.34,42,0.261904762,58,0.396551724
0.9,-0.8,0.46,45,0.533333333,55,0.4
0.9,-0.75,0.43,41,0.341463415,59,0.491525424
0.9,-0.7,0.48,40,0.4,60,0.533333333
0.9,-0.65,0.46,45,0.4,55,0.509090909
0.9,-0.6,0.52,51,0.450980392,49,0.591836735
0.9,-0.55,0.41,62,0.435483871,38,0.368421053
0.9,-0.5,0.5,62,0.548387097,38,0.421052632
0.9,-0.45,0.51,55,0.509090909,45,0.511111111
0.9,-0.4,0.52,68,0.514705882,32,0.53125
0.9,-0.35,0.62,63,0.666666667,37,0.540540541
0.9,-0.3,0.57,68,0.602941176,32,0.5
0.9,-0.25,0.56,72,0.652777778,28,0.321428571
0.9,-0.2,0.56,72,0.625,28,0.392857143
0.9,-0.15,0.53,68,0.617647059,32,0.34375
0.9,-0.1,0.51,72,0.555555556,28,0.392857143
0.9,-0.05,0.59,68,0.661764706,32,0.4375
0.9,0,0.62,72,0.625,28,0.607142857
0.9,0.05,0.55,64,0.578125,36,0.5
0.9,0.1,0.65,80,0.65,20,0.65
0.9,0.15,0.49,72,0.583333333,28,0.25
0.9,0.2,0.56,72,0.555555556,28,0.571428571
0.9,0.25,0.52,60,0.566666667,40,0.45
0.9,0.3,0.49,70,0.514285714,30,0.433333333
0.9,0.35,0.62,66,0.696969697,34,0.470588235
0.9,0.4,0.55,65,0.615384615,35,0.428571429
0.9,0.45,0.59,66,0.590909091,34,0.588235294
0.9,0.5,0.48,56,0.446428571,44,0.522727273
0.9,0.55,0.52,61,0.475409836,39,0.58974359
0.9,0.6,0.5,49,0.530612245,51,0.470588235
0.9,0.65,0.55,47,0.574468085,53,0.528301887
0.9,0.7,0.47,49,0.489795918,51,0.450980392
0.9,0.75,0.44,38,0.421052632,62,0.451612903
0.9,0.8,0.48,45,0.333333333,55,0.6
0.9,0.85,0.39,33,0.454545455,67,0.358208955
0.9,0.9,0.41,40,0.35,60,0.45
0.9,0.95,0.42,24,0.291666667,76,0.460526316
0.9,1,0.51,27,0.444444444,73,0.534246575
0.95,-1,0.53,20,0.6,80,0.5125
0.95,-0.95,0.42,33,0.303030303,67,0.47761194
0.95,-0.9,0.46,17,0.529411765,83,0.445783133
0.95,-0.85,0.38,37,0.108108108,63,0.53968254
0.95,-0.8,0.43,28,0.428571429,72,0.430555556
0.95,-0.75,0.43,36,0.444444444,64,0.421875
0.95,-0.7,0.42,43,0.441860465,57,0.403508772
0.95,-0.65,0.46,40,0.35,60,0.533333333
0.95,-0.6,0.45,40,0.475,60,0.433333333
0.95,-0.55,0.48,51,0.470588235,49,0.489795918
0.95,-0.5,0.49,53,0.471698113,47,0.510638298
0.95,-0.45,0.47,52,0.557692308,48,0.375
0.95,-0.4,0.53,59,0.559322034,41,0.487804878
0.95,-0.35,0.49,59,0.542372881,41,0.414634146
0.95,-0.3,0.44,62,0.451612903,38,0.421052632
0.95,-0.25,0.48,62,0.548387097,38,0.368421053
0.95,-0.2,0.51,66,0.53030303,34,0.470588235
0.95,-0.15,0.51,67,0.582089552,33,0.363636364
0.95,-0.1,0.65,65,0.738461538,35,0.485714286
0.95,-0.05,0.61,72,0.638888889,28,0.535714286
0.95,0,0.53,65,0.569230769,35,0.457142857
0.95,0.05,0.55,68,0.588235294,32,0.46875
0.95,0.1,0.53,70,0.557142857,30,0.466666667
0.95,0.15,0.7,70,0.742857143,30,0.6
0.95,0.2,0.55,59,0.610169492,41,0.463414634
0.95,0.25,0.47,56,0.5,44,0.431818182
0.95,0.3,0.63,66,0.621212121,34,0.647058824
0.95,0.35,0.52,60,0.566666667,40,0.45
0.95,0.4,0.52,60,0.566666667,40,0.45
0.95,0.45,0.44,52,0.461538462,48,0.416666667
0.95,0.5,0.44,51,0.509803922,49,0.367346939
0.95,0.55,0.57,53,0.58490566,47,0.553191489
0.95,0.6,0.42,50,0.42,50,0.42
0.95,0.65,0.47,46,0.5,54,0.444444444
0.95,0.7,0.44,38,0.315789474,62,0.516129032
0.95,0.75,0.49,41,0.463414634,59,0.508474576
0.95,0.8,0.54,38,0.5,62,0.564516129
0.95,0.85,0.51,22,0.5,78,0.512820513
0.95,0.9,0.46,28,0.357142857,72,0.5
0.95,0.95,0.46,26,0.307692308,74,0.513513514
0.95,1,0.42,20,0.35,80,0.4375
1,-1,0.39,22,0.363636364,78,0.397435897
1,-0.95,0.48,26,0.192307692,74,0.581081081
1,-0.9,0.49,20,0.4,80,0.5125
1,-0.85,0.51,36,0.416666667,64,0.5625
1,-0.8,0.43,31,0.290322581,69,0.492753623
1,-0.75,0.42,34,0.352941176,66,0.454545455
1,-0.7,0.48,38,0.368421053,62,0.548387097
1,-0.65,0.48,42,0.30952381,58,0.603448276
1,-0.6,0.5,47,0.510638298,53,0.490566038
1,-0.55,0.5,53,0.452830189,47,0.553191489
1,-0.5,0.52,51,0.490196078,49,0.551020408
1,-0.45,0.43,39,0.487179487,61,0.393442623
1,-0.4,0.4,55,0.4,45,0.4
1,-0.35,0.47,51,0.392156863,49,0.551020408
1,-0.3,0.53,59,0.440677966,41,0.658536585
1,-0.25,0.36,57,0.385964912,43,0.325581395
1,-0.2,0.48,61,0.524590164,39,0.41025641
1,-0.15,0.54,60,0.616666667,40,0.425
1,-0.1,0.52,58,0.568965517,42,0.452380952
1,-0.05,0.49,54,0.574074074,46,0.391304348
1,0,0.46,61,0.475409836,39,0.435897436
1,0.05,0.47,72,0.527777778,28,0.321428571
1,0.1,0.56,63,0.603174603,37,0.486486486
1,0.15,0.55,60,0.466666667,40,0.675
1,0.2,0.5,56,0.517857143,44,0.477272727
1,0.25,0.59,54,0.685185185,46,0.47826087
1,0.3,0.49,53,0.490566038,47,0.489361702
1,0.35,0.47,60,0.516666667,40,0.4
1,0.4,0.35,55,0.236363636,45,0.488888889
1,0.45,0.53,50,0.48,50,0.58
1,0.5,0.44,58,0.431034483,42,0.452380952
1,0.55,0.41,43,0.348837209,57,0.456140351
1,0.6,0.51,40,0.525,60,0.5
1,0.65,0.44,48,0.458333333,52,0.423076923
1,0.7,0.41,34,0.323529412,66,0.454545455
1,0.75,0.39,37,0.27027027,63,0.46031746
1,0.8,0.51,26,0.307692308,74,0.581081081
1,0.85,0.36,32,0.28125,68,0.397058824
1,0.9,0.44,26,0.192307692,74,0.527027027
1,0.95,0.47,22,0.363636364,78,0.5
1,1,0.48,21,0.476190476,79,0.481012658
